X X-Ray Coordinate,Y X-Ray Coordinate,Z X-Ray Coordinate,X Pixel Index,Y Pixel Index,Charge Fraction
-9,4,6,0,0,0.000215784
-9,4,7,0,0,0.000237653
-9,4,8,0,0,0.00025367
-9,4,9,0,0,0.00026344
-9,4,10,0,0,0.000266724
-9,5,0,0,0,0
-9,5,1,0,0,3.63245e-05
-9,5,2,0,0,7.17546e-05
-9,5,3,0,0,0.000105418
-9,5,4,0,0,0.000136485
-9,5,5,0,0,0.000164192
-9,5,6,0,0,0.000187856
-9,5,7,0,0,0.000206894
-9,5,8,0,0,0.000220838
-9,5,9,0,0,0.000229344
-9,5,10,0,0,0.000232203
-9,6,0,0,0,0
-9,6,1,0,0,3.159e-05
-9,6,2,0,0,6.24021e-05
-9,6,3,0,0,9.16777e-05
-9,6,4,0,0,0.000118696
-9,6,5,0,0,0.000142791
-9,6,6,0,0,0.000163371
-9,6,7,0,0,0.000179928
-9,6,8,0,0,0.000192054
-9,6,9,0,0,0.000199451
-9,6,10,0,0,0.000201937
-9,7,0,0,0,0
-9,7,1,0,0,2.74446e-05
-9,7,2,0,0,5.42134e-05
-9,7,3,0,0,7.96473e-05
-9,7,4,0,0,0.00010312
-9,7,5,0,0,0.000124054
-9,7,6,0,0,0.000141932
-9,7,7,0,0,0.000156317
-9,7,8,0,0,0.000166852
-9,7,9,0,0,0.000173278
-9,7,10,0,0,0.000175438
-9,8,0,0,0,0
-9,8,1,0,0,2.38194e-05
-9,8,2,0,0,4.70524e-05
-9,8,3,0,0,6.91267e-05
-9,8,4,0,0,8.94989e-05
-9,8,5,0,0,0.000107667
-9,8,6,0,0,0.000123185
-9,8,7,0,0,0.000135669
-9,8,8,0,0,0.000144812
-9,8,9,0,0,0.00015039
-9,8,10,0,0,0.000152265
-9,9,0,0,0,0
-9,9,1,0,0,2.0653e-05
-9,9,2,0,0,4.07975e-05
-9,9,3,0,0,5.99375e-05
-9,9,4,0,0,7.76016e-05
-9,9,5,0,0,9.33548e-05
-9,9,6,0,0,0.000106809
-9,9,7,0,0,0.000117634
-9,9,8,0,0,0.000125562
-9,9,9,0,0,0.000130398
-9,9,10,0,0,0.000132024
-9,10,0,0,0,0
-9,10,1,0,0,1.78905e-05
-9,10,2,0,0,3.53404e-05
-9,10,3,0,0,5.19202e-05
-9,10,4,0,0,6.72215e-05
-9,10,5,0,0,8.08676e-05
-9,10,6,0,0,9.25225e-05
-9,10,7,0,0,0.000101899
-9,10,8,0,0,0.000108767
-9,10,9,0,0,0.000112956
-9,10,10,0,0,0.000114364
-8,0,0,0,0,0
-8,0,1,0,0,6.47617e-05
-8,0,2,0,0,0.000127929
-8,0,3,0,0,0.000187946
-8,0,4,0,0,0.000243335
-8,0,5,0,0,0.000292732
-8,0,6,0,0,0.000334922
-8,0,7,0,0,0.000368864
-8,0,8,0,0,0.000393724
-8,0,9,0,0,0.000408889
-8,0,10,0,0,0.000413986
-8,1,0,0,0,0
-8,1,1,0,0,5.67291e-05
-8,1,2,0,0,0.000112061
-8,1,3,0,0,0.000164634
-8,1,4,0,0,0.000213153
-8,1,5,0,0,0.000256424
-8,1,6,0,0,0.00029338
-8,1,7,0,0,0.000323113
-8,1,8,0,0,0.000344889
-8,1,9,0,0,0.000358173
-8,1,10,0,0,0.000362638
-8,2,0,0,0,0
-8,2,1,0,0,4.96309e-05
-8,2,2,0,0,9.80398e-05
-8,2,3,0,0,0.000144035
-8,2,4,0,0,0.000186483
-8,2,5,0,0,0.000224339
-8,2,6,0,0,0.000256672
-8,2,7,0,0,0.000282684
-8,2,8,0,0,0.000301735
-8,2,9,0,0,0.000313357
-8,2,10,0,0,0.000317263
-8,3,0,0,0,0
-8,3,1,0,0,4.33688e-05
-8,3,2,0,0,8.56697e-05
-8,3,3,0,0,0.000125861
-8,3,4,0,0,0.000162953
-8,3,5,0,0,0.000196033
-8,3,6,0,0,0.000224286
-8,3,7,0,0,0.000247016
-8,3,8,0,0,0.000263664
-8,3,9,0,0,0.00027382
-8,3,10,0,0,0.000277233
-8,4,0,0,0,0
-8,4,1,0,0,3.78528e-05
-8,4,2,0,0,7.47734e-05
-8,4,3,0,0,0.000109853
-8,4,4,0,0,0.000142228
-8,4,5,0,0,0.0001711
-8,4,6,0,0,0.000195759
-8,4,7,0,0,0.000215599
-8,4,8,0,0,0.000230129
-8,4,9,0,0,0.000238993
-8,4,10,0,0,0.000241972
-8,5,0,0,0,0
-8,5,1,0,0,3.30011e-05
-8,5,2,0,0,6.51897e-05
-8,5,3,0,0,9.5773e-05
-8,5,4,0,0,0.000123998
-8,5,5,0,0,0.00014917
-8,5,6,0,0,0.000170669
-8,5,7,0,0,0.000187965
-8,5,8,0,0,0.000200633
-8,5,9,0,0,0.000208361
-8,5,10,0,0,0.000210958
-8,6,0,0,0,0
-8,6,1,0,0,2.87399e-05
-8,6,2,0,0,5.67722e-05
-8,6,3,0,0,8.34066e-05
-8,6,4,0,0,0.000107987
-8,6,5,0,0,0.000129909
-8,6,6,0,0,0.000148632
-8,6,7,0,0,0.000163695
-8,6,8,0,0,0.000174727
-8,6,9,0,0,0.000181457
-8,6,10,0,0,0.000183719
-8,7,0,0,0,0
-8,7,1,0,0,2.50024e-05
-8,7,2,0,0,4.93891e-05
-8,7,3,0,0,7.25596e-05
-8,7,4,0,0,9.39436e-05
-8,7,5,0,0,0.000113014
-8,7,6,0,0,0.000129302
-8,7,7,0,0,0.000142406
-8,7,8,0,0,0.000152004
-8,7,9,0,0,0.000157859
-8,7,10,0,0,0.000159826
-8,8,0,0,0,0
-8,8,1,0,0,2.17283e-05
-8,8,2,0,0,4.29215e-05
-8,8,3,0,0,6.30579e-05
-8,8,4,0,0,8.16415e-05
-8,8,5,0,0,9.82149e-05
-8,8,6,0,0,0.00011237
-8,8,7,0,0,0.000123758
-8,8,8,0,0,0.000132099
-8,8,9,0,0,0.000137187
-8,8,10,0,0,0.000138897
-8,9,0,0,0,0
-8,9,1,0,0,1.88637e-05
-8,9,2,0,0,3.7263e-05
-8,9,3,0,0,5.47447e-05
-8,9,4,0,0,7.08784e-05
-8,9,5,0,0,8.52668e-05
-8,9,6,0,0,9.75557e-05
-8,9,7,0,0,0.000107442
-8,9,8,0,0,0.000114684
-8,9,9,0,0,0.000119101
-8,9,10,0,0,0.000120586
-8,10,0,0,0,0
-8,10,1,0,0,1.63605e-05
-8,10,2,0,0,3.23182e-05
-8,10,3,0,0,4.74801e-05
-8,10,4,0,0,6.14729e-05
-8,10,5,0,0,7.3952e-05
-8,10,6,0,0,8.46102e-05
-8,10,7,0,0,9.3185e-05
-8,10,8,0,0,9.94652e-05
-8,10,9,0,0,0.000103296
-8,10,10,0,0,0.000104584
-7,0,0,0,0,0
-7,0,1,0,0,5.82649e-05
-7,0,2,0,0,0.000115095
-7,0,3,0,0,0.000169091
-7,0,4,0,0,0.000218924
-7,0,5,0,0,0.000263366
-7,0,6,0,0,0.000301323
-7,0,7,0,0,0.000331861
-7,0,8,0,0,0.000354227
-7,0,9,0,0,0.00036787
-7,0,10,0,0,0.000372456
-7,1,0,0,0,0
-7,1,1,0,0,5.11208e-05
-7,1,2,0,0,0.000100983
-7,1,3,0,0,0.000148358
-7,1,4,0,0,0.000192081
-7,1,5,0,0,0.000231074
-7,1,6,0,0,0.000264377
-7,1,7,0,0,0.00029117
-7,1,8,0,0,0.000310793
-7,1,9,0,0,0.000322764
-7,1,10,0,0,0.000326788
-7,2,0,0,0,0
-7,2,1,0,0,4.47948e-05
-7,2,2,0,0,8.84866e-05
-7,2,3,0,0,0.00013
-7,2,4,0,0,0.000168312
-7,2,5,0,0,0.000202479
-7,2,6,0,0,0.000231661
-7,2,7,0,0,0.000255138
-7,2,8,0,0,0.000272334
-7,2,9,0,0,0.000282823
-7,2,10,0,0,0.000286349
-7,3,0,0,0,0
-7,3,1,0,0,3.92027e-05
-7,3,2,0,0,7.744e-05
-7,3,3,0,0,0.000113771
-7,3,4,0,0,0.0001473
-7,3,5,0,0,0.000177202
-7,3,6,0,0,0.000202741
-7,3,7,0,0,0.000223287
-7,3,8,0,0,0.000238336
-7,3,9,0,0,0.000247516
-7,3,10,0,0,0.000250601
-7,4,0,0,0,0
-7,4,1,0,0,3.42673e-05
-7,4,2,0,0,6.76907e-05
-7,4,3,0,0,9.94474e-05
-7,4,4,0,0,0.000128755
-7,4,5,0,0,0.000154893
-7,4,6,0,0,0.000177217
-7,4,7,0,0,0.000195177
-7,4,8,0,0,0.000208331
-7,4,9,0,0,0.000216355
-7,4,10,0,0,0.000219052
-7,5,0,0,0,0
-7,5,1,0,0,2.99182e-05
-7,5,2,0,0,5.90997e-05
-7,5,3,0,0,8.68259e-05
-7,5,4,0,0,0.000112414
-7,5,5,0,0,0.000135235
-7,5,6,0,0,0.000154725
-7,5,7,0,0,0.000170405
-7,5,8,0,0,0.00018189
-7,5,9,0,0,0.000188896
-7,5,10,0,0,0.000191251
-7,6,0,0,0,0
-7,6,1,0,0,2.60914e-05
-7,6,2,0,0,5.15403e-05
-7,6,3,0,0,7.57202e-05
-7,6,4,0,0,9.80355e-05
-7,6,5,0,0,0.000117937
-7,6,6,0,0,0.000134934
-7,6,7,0,0,0.000148609
-7,6,8,0,0,0.000158625
-7,6,9,0,0,0.000164735
-7,6,10,0,0,0.000166788
-7,7,0,0,0,0
-7,7,1,0,0,2.27289e-05
-7,7,2,0,0,4.48981e-05
-7,7,3,0,0,6.59619e-05
-7,7,4,0,0,8.54014e-05
-7,7,5,0,0,0.000102738
-7,7,6,0,0,0.000117545
-7,7,7,0,0,0.000129457
-7,7,8,0,0,0.000138182
-7,7,9,0,0,0.000143505
-7,7,10,0,0,0.000145293
-7,8,0,0,0,0
-7,8,1,0,0,1.97784e-05
-7,8,2,0,0,3.90697e-05
-7,8,3,0,0,5.73991e-05
-7,8,4,0,0,7.4315e-05
-7,8,5,0,0,8.94011e-05
-7,8,6,0,0,0.000102286
-7,8,7,0,0,0.000112652
-7,8,8,0,0,0.000120244
-7,8,9,0,0,0.000124876
-7,8,10,0,0,0.000126432
-7,9,0,0,0,0
-7,9,1,0,0,1.71927e-05
-7,9,2,0,0,3.3962e-05
-7,9,3,0,0,4.9895e-05
-7,9,4,0,0,6.45995e-05
-7,9,5,0,0,7.77133e-05
-7,9,6,0,0,8.89136e-05
-7,9,7,0,0,9.79245e-05
-7,9,8,0,0,0.000104524
-7,9,9,0,0,0.00010855
-7,9,10,0,0,0.000109903
-7,10,0,0,0,0
-7,10,1,0,0,1.49295e-05
-7,10,2,0,0,2.94913e-05
-7,10,3,0,0,4.3327e-05
-7,10,4,0,0,5.60958e-05
-7,10,5,0,0,6.74834e-05
-7,10,6,0,0,7.72093e-05
-7,10,7,0,0,8.50341e-05
-7,10,8,0,0,9.0765e-05
-7,10,9,0,0,9.4261e-05
-7,10,10,0,0,9.5436e-05
-6,0,0,0,0,0
-6,0,1,0,0,5.23148e-05
-6,0,2,0,0,0.000103341
-6,0,3,0,0,0.000151823
-6,0,4,0,0,0.000196567
-6,0,5,0,0,0.000236471
-6,0,6,0,0,0.000270551
-6,0,7,0,0,0.00029797
-6,0,8,0,0,0.000318052
-6,0,9,0,0,0.000330303
-6,0,10,0,0,0.00033442
-6,1,0,0,0,0
-6,1,1,0,0,4.59739e-05
-6,1,2,0,0,9.08157e-05
-6,1,3,0,0,0.000133421
-6,1,4,0,0,0.000172742
-6,1,5,0,0,0.000207809
-6,1,6,0,0,0.000237759
-6,1,7,0,0,0.000261854
-6,1,8,0,0,0.000279502
-6,1,9,0,0,0.000290268
-6,1,10,0,0,0.000293886
-6,2,0,0,0,0
-6,2,1,0,0,4.03476e-05
-6,2,2,0,0,7.97017e-05
-6,2,3,0,0,0.000117093
-6,2,4,0,0,0.000151602
-6,2,5,0,0,0.000182377
-6,2,6,0,0,0.000208662
-6,2,7,0,0,0.000229809
-6,2,8,0,0,0.000245297
-6,2,9,0,0,0.000254745
-6,2,10,0,0,0.00025792
-6,3,0,0,0,0
-6,3,1,0,0,3.53642e-05
-6,3,2,0,0,6.98576e-05
-6,3,3,0,0,0.000102631
-6,3,4,0,0,0.000132877
-6,3,5,0,0,0.000159851
-6,3,6,0,0,0.000182889
-6,3,7,0,0,0.000201424
-6,3,8,0,0,0.000214999
-6,3,9,0,0,0.000223281
-6,3,10,0,0,0.000226064
-6,4,0,0,0,0
-6,4,1,0,0,3.09576e-05
-6,4,2,0,0,6.11528e-05
-6,4,3,0,0,8.98423e-05
-6,4,4,0,0,0.00011632
-6,4,5,0,0,0.000139933
-6,4,6,0,0,0.0001601
-6,4,7,0,0,0.000176325
-6,4,8,0,0,0.000188209
-6,4,9,0,0,0.000195458
-6,4,10,0,0,0.000197895
-6,5,0,0,0,0
-6,5,1,0,0,2.70672e-05
-6,5,2,0,0,5.34679e-05
-6,5,3,0,0,7.8552e-05
-6,5,4,0,0,0.000101702
-6,5,5,0,0,0.000122348
-6,5,6,0,0,0.000139981
-6,5,7,0,0,0.000154167
-6,5,8,0,0,0.000164557
-6,5,9,0,0,0.000170895
-6,5,10,0,0,0.000173026
-6,6,0,0,0,0
-6,6,1,0,0,2.36378e-05
-6,6,2,0,0,4.66936e-05
-6,6,3,0,0,6.85996e-05
-6,6,4,0,0,8.88165e-05
-6,6,5,0,0,0.000106846
-6,6,6,0,0,0.000122245
-6,6,7,0,0,0.000134634
-6,6,8,0,0,0.000143708
-6,6,9,0,0,0.000149243
-6,6,10,0,0,0.000151104
-6,7,0,0,0,0
-6,7,1,0,0,2.06192e-05
-6,7,2,0,0,4.07307e-05
-6,7,3,0,0,5.98393e-05
-6,7,4,0,0,7.74745e-05
-6,7,5,0,0,9.3202e-05
-6,7,6,0,0,0.000106634
-6,7,7,0,0,0.000117441
-6,7,8,0,0,0.000125356
-6,7,9,0,0,0.000130185
-6,7,10,0,0,0.000131807
-6,8,0,0,0,0
-6,8,1,0,0,1.7966e-05
-6,8,2,0,0,3.54895e-05
-6,8,3,0,0,5.21392e-05
-6,8,4,0,0,6.75051e-05
-6,8,5,0,0,8.12087e-05
-6,8,6,0,0,9.29128e-05
-6,8,7,0,0,0.000102329
-6,8,8,0,0,0.000109226
-6,8,9,0,0,0.000113433
-6,8,10,0,0,0.000114847
-6,9,0,0,0,0
-6,9,1,0,0,1.56369e-05
-6,9,2,0,0,3.08888e-05
-6,9,3,0,0,4.53801e-05
-6,9,4,0,0,5.8754e-05
-6,9,5,0,0,7.06811e-05
-6,9,6,0,0,8.08679e-05
-6,9,7,0,0,8.90634e-05
-6,9,8,0,0,9.50659e-05
-6,9,9,0,0,9.87275e-05
-6,9,10,0,0,9.99582e-05
-6,10,0,0,0,0
-6,10,1,0,0,1.35951e-05
-6,10,2,0,0,2.68555e-05
-6,10,3,0,0,3.94546e-05
-6,10,4,0,0,5.10822e-05
-6,10,5,0,0,6.1452e-05
-6,10,6,0,0,7.03086e-05
-6,10,7,0,0,7.7434e-05
-6,10,8,0,0,8.26527e-05
-6,10,9,0,0,8.58362e-05
-6,10,10,0,0,8.69062e-05
-5,0,0,0,0,0
-5,0,1,0,0,4.68813e-05
-5,0,2,0,0,9.26082e-05
-5,0,3,0,0,0.000136055
-5,0,4,0,0,0.000176151
-5,0,5,0,0,0.00021191
-5,0,6,0,0,0.000242451
-5,0,7,0,0,0.000267023
-5,0,8,0,0,0.000285019
-5,0,9,0,0,0.000295997
-5,0,10,0,0,0.000299686
-5,1,0,0,0,0
-5,1,1,0,0,4.12642e-05
-5,1,2,0,0,8.15124e-05
-5,1,3,0,0,0.000119754
-5,1,4,0,0,0.000155046
-5,1,5,0,0,0.00018652
-5,1,6,0,0,0.000213402
-5,1,7,0,0,0.000235029
-5,1,8,0,0,0.000250869
-5,1,9,0,0,0.000260532
-5,1,10,0,0,0.00026378
-5,2,0,0,0,0
-5,2,1,0,0,3.62702e-05
-5,2,2,0,0,7.16474e-05
-5,2,3,0,0,0.00010526
-5,2,4,0,0,0.000136281
-5,2,5,0,0,0.000163947
-5,2,6,0,0,0.000187575
-5,2,7,0,0,0.000206585
-5,2,8,0,0,0.000220508
-5,2,9,0,0,0.000229001
-5,2,10,0,0,0.000231856
-5,3,0,0,0,0
-5,3,1,0,0,3.18382e-05
-5,3,2,0,0,6.28924e-05
-5,3,3,0,0,9.23979e-05
-5,3,4,0,0,0.000119628
-5,3,5,0,0,0.000143913
-5,3,6,0,0,0.000164654
-5,3,7,0,0,0.000181341
-5,3,8,0,0,0.000193563
-5,3,9,0,0,0.000201018
-5,3,10,0,0,0.000203524
-5,4,0,0,0,0
-5,4,1,0,0,2.79116e-05
-5,4,2,0,0,5.51359e-05
-5,4,3,0,0,8.10026e-05
-5,4,4,0,0,0.000104875
-5,4,5,0,0,0.000126165
-5,4,6,0,0,0.000144348
-5,4,7,0,0,0.000158977
-5,4,8,0,0,0.000169691
-5,4,9,0,0,0.000176227
-5,4,10,0,0,0.000178424
-5,5,0,0,0,0
-5,5,1,0,0,2.44386e-05
-5,5,2,0,0,4.82755e-05
-5,5,3,0,0,7.09237e-05
-5,5,4,0,0,9.18255e-05
-5,5,5,0,0,0.000110466
-5,5,6,0,0,0.000126387
-5,5,7,0,0,0.000139196
-5,5,8,0,0,0.000148577
-5,5,9,0,0,0.000154299
-5,5,10,0,0,0.000156223
-5,6,0,0,0,0
-5,6,1,0,0,2.13717e-05
-5,6,2,0,0,4.22172e-05
-5,6,3,0,0,6.20231e-05
-5,6,4,0,0,8.03018e-05
-5,6,5,0,0,9.66033e-05
-5,6,6,0,0,0.000110526
-5,6,7,0,0,0.000121727
-5,6,8,0,0,0.000129931
-5,6,9,0,0,0.000134936
-5,6,10,0,0,0.000136618
-5,7,0,0,0,0
-5,7,1,0,0,1.86674e-05
-5,7,2,0,0,3.68752e-05
-5,7,3,0,0,5.4175e-05
-5,7,4,0,0,7.01409e-05
-5,7,5,0,0,8.43796e-05
-5,7,6,0,0,9.65406e-05
-5,7,7,0,0,0.000106324
-5,7,8,0,0,0.00011349
-5,7,9,0,0,0.000117862
-5,7,10,0,0,0.000119331
-5,8,0,0,0,0
-5,8,1,0,0,1.62864e-05
-5,8,2,0,0,3.21718e-05
-5,8,3,0,0,4.7265e-05
-5,8,4,0,0,6.11944e-05
-5,8,5,0,0,7.3617e-05
-5,8,6,0,0,8.42269e-05
-5,8,7,0,0,9.27629e-05
-5,8,8,0,0,9.90147e-05
-5,8,9,0,0,0.000102828
-5,8,10,0,0,0.00010411
-5,9,0,0,0,0
-5,9,1,0,0,1.41929e-05
-5,9,2,0,0,2.80364e-05
-5,9,3,0,0,4.11895e-05
-5,9,4,0,0,5.33284e-05
-5,9,5,0,0,6.41541e-05
-5,9,6,0,0,7.34002e-05
-5,9,7,0,0,8.08389e-05
-5,9,8,0,0,8.62871e-05
-5,9,9,0,0,8.96106e-05
-5,9,10,0,0,9.07276e-05
-5,10,0,0,0,0
-5,10,1,0,0,1.23547e-05
-5,10,2,0,0,2.44052e-05
-5,10,3,0,0,3.58548e-05
-5,10,4,0,0,4.64215e-05
-5,10,5,0,0,5.58452e-05
-5,10,6,0,0,6.38937e-05
-5,10,7,0,0,7.0369e-05
-5,10,8,0,0,7.51116e-05
-5,10,9,0,0,7.80047e-05
-5,10,10,0,0,7.8977e-05
-4,0,0,0,0,0
-4,0,1,0,0,4.19334e-05
-4,0,2,0,0,8.28343e-05
-4,0,3,0,0,0.000121696
-4,0,4,0,0,0.00015756
-4,0,5,0,0,0.000189545
-4,0,6,0,0,0.000216863
-4,0,7,0,0,0.000238841
-4,0,8,0,0,0.000254938
-4,0,9,0,0,0.000264757
-4,0,10,0,0,0.000268057
-4,1,0,0,0,0
-4,1,1,0,0,3.69669e-05
-4,1,2,0,0,7.30236e-05
-4,1,3,0,0,0.000107282
-4,1,4,0,0,0.000138899
-4,1,5,0,0,0.000167096
-4,1,6,0,0,0.000191178
-4,1,7,0,0,0.000210553
-4,1,8,0,0,0.000224744
-4,1,9,0,0,0.0002334
-4,1,10,0,0,0.000236309
-4,2,0,0,0,0
-4,2,1,0,0,3.25425e-05
-4,2,2,0,0,6.42838e-05
-4,2,3,0,0,9.44422e-05
-4,2,4,0,0,0.000122275
-4,2,5,0,0,0.000147097
-4,2,6,0,0,0.000168297
-4,2,7,0,0,0.000185353
-4,2,8,0,0,0.000197845
-4,2,9,0,0,0.000205466
-4,2,10,0,0,0.000208027
-4,3,0,0,0,0
-4,3,1,0,0,2.86084e-05
-4,3,2,0,0,5.65124e-05
-4,3,3,0,0,8.30249e-05
-4,3,4,0,0,0.000107493
-4,3,5,0,0,0.000129314
-4,3,6,0,0,0.000147951
-4,3,7,0,0,0.000162945
-4,3,8,0,0,0.000173927
-4,3,9,0,0,0.000180626
-4,3,10,0,0,0.000182878
-4,4,0,0,0,0
-4,4,1,0,0,2.51164e-05
-4,4,2,0,0,4.96144e-05
-4,4,3,0,0,7.28907e-05
-4,4,4,0,0,9.43722e-05
-4,4,5,0,0,0.00011353
-4,4,6,0,0,0.000129892
-4,4,7,0,0,0.000143056
-4,4,8,0,0,0.000152697
-4,4,9,0,0,0.000158579
-4,4,10,0,0,0.000160556
-4,5,0,0,0,0
-4,5,1,0,0,2.20222e-05
-4,5,2,0,0,4.35021e-05
-4,5,3,0,0,6.39109e-05
-4,5,4,0,0,8.27459e-05
-4,5,5,0,0,9.95435e-05
-4,5,6,0,0,0.00011389
-4,5,7,0,0,0.000125432
-4,5,8,0,0,0.000133886
-4,5,9,0,0,0.000139043
-4,5,10,0,0,0.000140776
-4,6,0,0,0,0
-4,6,1,0,0,1.92848e-05
-4,6,2,0,0,3.80948e-05
-4,6,3,0,0,5.59667e-05
-4,6,4,0,0,7.24606e-05
-4,6,5,0,0,8.71703e-05
